word_pair	sense_relation	dataset_sim	conceptnet_sim	glove_sim	ernie_sim
costume ocean	none	0.12	-0.062707019	0.115465597	0.192467124
cottage outfit	none	0.28	0.100958337	0.164406477	0.237206632
country elephant	none	0.22	0.027500457	0.267294794	0.140086601
country hang	none	0.22	-0.012774259	0.265953636	0.129304352
country work	none	0.38	0.026177701	0.362541426	0.213674051
couple makeup	none	0.36	-0.014364981	0.232893043	0.164767159
couple outdoor	none	0.28	0.003151424	0.283426173	0.148149852
couple post	none	0.24	0.110173475	0.400226911	0.178148056
couple race	none	0.34	0.025813185	0.28386263	0.213647743
couple square	none	0.18	0.035086126	0.239650797	0.214127148
cow table	none	0.12	0.036286713	0.211207632	0.201783786
crab grave	none	0.12	-0.047089416	0.074456307	0.183813667
crab ink	none	0.12	-0.025581218	0.114747163	0.171642433
craft game	none	0.5	0.039235674	0.215882649	0.274251469
craft note	none	0.46	-0.039843891	0.184463353	0.193807294
craft soup	none	0.12	0.071281469	0.261295623	0.200660026
craft van	none	0.2	0.047052097	0.088822336	0.220353626
crane stair	none	0.24	0.212338792	0.314702454	0.28406461
creature grey	none	0.24	-0.018325081	0.287370972	0.202656214
creature reading	none	0.18	0.018870763	0.095967906	0.099892606
crochet family	none	0.22	0.012900193	0.122795624	0.232354334
crochet jewelry	none	0.5	0.263496556	0.401674396	0.211846174
cross mug	none	0.22	-0.014787759	0.207051594	0.192173246
cross outfit	none	0.24	0.020963394	0.199157296	0.145186787
cross post	none	0.32	0.095419883	0.237205211	0.264158407
cross pub	none	0.24	0.007401101	0.190266942	0.196367878
cross shopping	none	0.2	0.131295977	0.24254719	0.145028182
cross tower	none	0.36	0.024028441	0.26117134	0.19840151
crystal dirt	none	0.36	-0.077581387	0.189950727	0.213602452
crystal silhouette	none	0.26	0.12003842	0.292059668	0.217584304
curl leaf	none	0.34	0.114275324	0.326950664	0.22071821
curl lick	none	0.26	0.144289004	0.3160854	0.267436839
curve dance	none	0.32	0.020065895	0.123202286	0.162277638
curve outdoor	none	0.24	-0.063666493	0.0875368	0.121357683
cute dirty	none	0.22	0.13376585	0.435850186	0.252444384
cute friend	none	0.3	0.111116545	0.431149785	0.285419656
cute lick	none	0.22	0.071593865	0.420847499	0.231619794
cute music	none	0.28	-0.047815321	0.206611061	0.193911367
cute post	none	0.22	0.03991294	0.31971178	0.171389057
cute sit	none	0.2	0.019484417	0.309263739	0.163392599
cute twig	none	0.14	0.083339786	0.229018351	0.213112675
daffodil frost	none	0.18	0.144649912	0.295314954	0.218671508
daffodil wool	none	0.22	0.047539472	0.173773729	0.165633532
daisy flood	none	0.22	-0.025516591	0.02541007	0.143508761
dancer palace	none	0.4	0.052729999	0.235205176	0.273532745
dancer rusty	none	0.18	-0.007286885	0.115496318	0.221280173
dandelion stand	none	0.12	0.003109689	0.106346937	0.145164252
dark flamingo	none	0.28	-0.072342033	0.090410096	0.241941842
dark pod	none	0.44	0.047852445	0.229406404	0.205263404
dark rusty	none	0.36	0.088034994	0.390961045	0.231539603
dark sand	none	0.26	0.062060467	0.393998809	0.285096915
dark stripe	none	0.28	0.173579434	0.385102288	0.188801522
daughter graphic	none	0.18	-0.018331583	0.124367006	0.143470136
daughter pub	none	0.18	-0.022277545	0.146935598	0.142626954
dawn drug	none	0.24	0.051631907	0.141733338	0.120318384
dawn snow	none	0.36	0.103735564	0.416426299	0.303162487
day hold	none	0.16	0.050112956	0.42402322	0.179564694
day horse	none	0.26	0.06860078	0.328780109	0.266066774
day plane	none	0.22	-0.005345502	0.29737325	0.22525671
day weather	none	0.54	0.229088439	0.45120673	0.255575911
dead face	none	0.28	0.01405166	0.419598299	0.216677317
dead guy	none	0.28	-0.014197635	0.437058732	0.1826877
dead pigeon	none	0.3	0.06104556	0.278855882	0.157446951
dead sidewalk	none	0.14	0.093457166	0.296632012	0.183508179
decoration twig	none	0.42	0.174498451	0.343475636	0.171842634
demolition interior	none	0.36	0.064009525	0.203175353	0.218486995
demolition tall	none	0.3	0.085116822	0.093247671	0.216684038
desert roof	none	0.16	0.039837009	0.277783645	0.198105889
desert smoke	none	0.22	0.027315028	0.273070977	0.262286555
design muscle	none	0.32	-0.016223227	0.173072867	0.173338221
design orange	none	0.24	0.029688082	0.220895093	0.141513019
desk match	none	0.34	-0.037699832	0.179102194	0.165581554
dessert eye	none	0.16	-0.029375095	0.186126639	0.141823105
dessert head	none	0.14	-0.092576677	0.146991595	0.122007368
dew engine	none	0.1	-0.039918085	0.047403969	0.139083608
dew parrot	none	0.22	-0.071012549	0.096009731	0.169507992
diamond parade	none	0.18	0.036657377	0.131933034	0.173652902
diamond stencil	none	0.28	0.055331497	0.213574991	0.195570247
diner muscle	none	0.14	0.020658243	0.080497404	0.197684355
dinner morning	none	0.32	0.245856176	0.537035609	0.336879234
dinner relax	none	0.36	0.144180279	0.410455004	0.233859988
dinner sleep	none	0.32	0.135523617	0.354850518	0.317316894
dirt gymnastics	none	0.16	0.009775858	0.116354346	0.131697177
dirty drip	none	0.42	0.087390363	0.314420092	0.191871799
dirty dude	none	0.24	-0.012923069	0.468275096	0.182691287
dirty eagle	none	0.16	-0.058946661	0.133063431	0.147617577
dirty friend	none	0.22	-0.043666491	0.303301973	0.158682538
dirty guy	none	0.38	-0.031247365	0.508361378	0.222157076
dirty haircut	none	0.26	-0.009444264	0.239168973	0.240949242
dirty hang	none	0.26	0.005621432	0.399423387	0.16932096
dirty happy	none	0.26	0.038253491	0.36016803	0.219746934
dirty rabbit	none	0.36	-0.009920238	0.280530607	0.220039134
dirty smile	none	0.2	0.059698178	0.352082131	0.164692279
dirty tear	none	0.32	0.088051364	0.357360806	0.214028077
display pond	none	0.2	-0.060654735	0.126050324	0.170486632
display scratch	none	0.24	0.012693899	0.234729139	0.150827581
dog sailing	none	0.18	0.034464271	0.184817141	0.210189686
dog silver	none	0.18	-0.002825509	0.223959571	0.143315418
doll new	none	0.38	0.067392026	0.214838203	0.15432441
dome uniform	none	0.22	0.002911733	0.164993969	0.248716677
donut panda	none	0.06	0.034602973	0.241678315	0.181701493
downtown field	none	0.26	0.031629573	0.162573877	0.090806031
downtown hockey	none	0.28	0.04923655	0.21075402	0.215656923
downtown lock	none	0.28	-0.043639565	0.103331879	0.164006649
downtown shore	none	0.42	0.086277201	0.368376221	0.250417938
dragon drop	none	0.18	0.050780498	0.25796648	0.237008606
dragon furniture	none	0.1	0.007151767	0.180730013	0.158264644
dragon metal	none	0.36	0.110201191	0.330391301	0.276682833
dragon oak	none	0.14	0.084443498	0.217093161	0.320294372
dragonfly piano	none	0.1	-0.018721728	0.079069544	0.195853365
dragonfly underwater	none	0.36	0.117327902	0.265808252	0.26375941
dragonfly wine	none	0.08	0.001699951	0.101135286	0.189182531
draw wing	none	0.28	0.016863196	0.209025477	0.107174516
drip round	none	0.2	0.050504258	0.242773524	0.160477318
drip rust	none	0.22	0.132472585	0.351377096	0.144428414
drip rusty	none	0.28	0.096769018	0.269633962	0.199970799
drive ear	none	0.14	-0.074923317	0.153276033	0.131667144
drive lego	none	0.12	0.057217092	0.131012838	0.119636228
drop fun	none	0.14	0.049926967	0.264288581	0.185315294
drop rusty	none	0.24	-0.000514887	0.240681376	0.182032725
drop time	none	0.42	0.027518401	0.381608971	0.243904383
drug reflection	none	0.14	-0.005031592	0.122460458	0.128319614
drug sing	none	0.2	-0.006413346	0.049634288	0.160732991
drug wolf	none	0.1	0.005654301	0.139327735	0.165386369
duck outfit	none	0.2	-0.024110737	0.191320495	0.16808961
dude feel	none	0.24	0.043695402	0.393722951	0.163588505
dude husky	none	0.32	0.066542139	0.251719451	0.195582753
dude post	none	0.18	0.106410488	0.335915023	0.228580477
dude sit	none	0.34	0.037567518	0.354070861	0.210405643
dude smile	none	0.36	0.002461834	0.383366294	0.175562583
dude stop	none	0.14	0.040990743	0.386597488	0.243027727
dude time	none	0.16	0.061080645	0.337669096	0.226330027
dusk gull	none	0.34	0.244312093	0.345626641	0.190928586
dusk hummingbird	none	0.4	0.049923401	0.313544392	0.246928903
dusk skirt	none	0.2	0.018763755	0.193661809	0.185846756
dye kiss	none	0.12	-0.006980663	0.15919011	0.178187999
eat hair	none	0.1	0.013819425	0.297730338	0.233466573
eat seagull	none	0.28	0.089174952	0.171400618	0.231190866
eat shade	none	0.22	-0.015904478	0.209483378	0.185326207
eat sweet	none	0.54	0.120863671	0.457278187	0.267948027
eat truck	none	0.18	0.045882167	0.231973892	0.236215115
eat underwater	none	0.14	-0.012479085	0.170018732	0.192849799
eat web	none	0.18	-0.048776368	0.077092639	0.219025747
egg family	none	0.28	-0.030492324	0.21102641	0.229947894
egg lego	none	0.26	0.097441083	0.221000688	0.239334131
escalator redhead	none	0.2	0.078223668	0.108641136	0.148871488
evening friend	none	0.38	0.122682722	0.366099975	0.209567876
evening surfer	none	0.3	-0.106299977	0.052462913	0.141827837
exhibition soup	none	0.12	-0.011548235	0.011114172	0.162670613
exhibition work	none	0.46	0.153196744	0.342996442	0.200009344
explosion stencil	none	0.06	-0.01839133	0.070359074	0.135900445
explosion table	none	0.18	-0.070912025	0.099501258	0.137906476
eye sky	none	0.32	0.227942197	0.467653695	0.273857665
fabric photo	none	0.24	-0.005306925	0.198296491	0.172621118
face hang	none	0.2	0.040960532	0.358143999	0.140178942
face stand	none	0.24	0.172032171	0.490043426	0.251071536
face stop	none	0.14	0.056267753	0.438153297	0.248078373
family hawk	none	0.2	-0.00985656	0.109241932	0.175761325
family red	none	0.1	0.01618437	0.167830297	0.151326716
family square	none	0.32	-0.031820102	0.169509345	0.216476953
family town	none	0.32	0.175618622	0.437375584	0.292453759
fashion handwriting	none	0.22	0.004967087	0.130662742	0.238489177
feather insect	none	0.32	0.184024797	0.356938946	0.312187582
feather reptile	none	0.26	0.123737146	0.297543906	0.160583973
feather sunflower	none	0.2	0.119115041	0.319719759	0.285182982
feather truck	none	0.02	-0.097804556	0.09192011	0.195461983
feel guy	none	0.26	0.054161044	0.470589496	0.201523487
feel haircut	none	0.22	-0.00733007	0.2286664	0.162784566
feel hang	none	0.2	0.087252368	0.470704023	0.216117279
feel sit	none	0.36	0.109790771	0.541397491	0.259942088
feel spiral	none	0.18	0.065448	0.199179181	0.230223549
feel stair	none	0.34	-0.034342363	0.133146323	0.188589395
feel stop	none	0.26	0.054640944	0.488663401	0.255720588
feel time	none	0.2	0.060259608	0.542655595	0.197069543
feline nut	none	0.08	-0.008060114	0.066535186	0.275337088
feline pumpkin	none	0.16	0.0684073	0.205016769	0.175641151
female machine	none	0.1	0.06062425	0.150197141	0.219109483
female square	none	0.08	-0.002796499	0.163785364	0.19249044
fence friend	none	0.26	0.084823589	0.206672733	0.167269003
festival gate	none	0.52	0.110296678	0.200922357	0.267316628
festival whisker	none	0.02	0.05466608	0.016465743	0.2035744
field red	none	0.24	0.057772487	0.247273274	0.175840323
figure spiral	none	0.38	0.147512701	0.240998485	0.195071331
fire movie	none	0.28	-0.002997358	0.203523148	0.182033423
fish leg	none	0.16	0.070897584	0.270727856	0.21385742
fish rocket	none	0.08	0.012811435	0.199462656	0.195076268
fish theatre	none	0.06	-0.04217212	0.137695836	0.229192147
fishing rainbow	none	0.22	0.191073324	0.365256413	0.190379072
flag quote	none	0.28	0.032322969	0.18272125	0.19966059
flame peacock	none	0.14	0.077830136	0.262326281	0.23745832
flame sidewalk	none	0.1	-0.00383713	0.171664133	0.180616845
flame word	none	0.18	0.034810151	0.192928385	0.188394316
flamingo office	none	0.08	-0.022039839	0.057425436	0.15939984
flight jaguar	none	0.32	-0.016267809	0.108516342	0.164103267
flight rain	none	0.28	0.016430979	0.229767681	0.166176119
flight whisker	none	0.08	0.054385905	0.037126359	0.211617244
flood neon	none	0.2	-0.018476147	0.180594957	0.185179004
floor transformer	none	0.12	0.024528691	0.172866952	0.173872845
fly keyboard	none	0.18	0.006009794	0.14039387	0.165675499
fly sexy	none	0.12	0.006577961	0.192518758	0.211683595
foliage frost	none	0.38	0.212570729	0.491644731	0.25551582
foliage restaurant	none	0.22	0.003666572	0.114257368	0.2368428
food gull	none	0.4	0.050658791	0.061597791	0.194535944
food wild	none	0.3	0.030336182	0.351714813	0.21378478
foot friend	none	0.34	0.010576816	0.204143829	0.209020849
foot mural	none	0.24	0.050353746	0.179886815	0.122311997
foot outdoor	none	0.3	0.119590463	0.369371122	0.204314809
foot train	none	0.32	0.087357296	0.315793664	0.212021261
footprint holiday	none	0.16	0.022293801	0.153608898	0.112517054
footprint scooter	none	0.2	0.028611972	0.153935629	0.176335112
ford valley	none	0.28	0.102514888	0.347159999	0.265113872
ford wall	none	0.32	-4.46751E-06	0.191594284	0.162998811
fountain hill	none	0.4	0.123007188	0.363220325	0.202230979
fountain parade	none	0.36	0.146326582	0.273026552	0.250642579
friend leave	none	0.2	0.084072247	0.467161048	0.187799702
friend night	none	0.46	0.123381838	0.412430935	0.22829673
friend rusty	none	0.2	0.065968074	0.159855626	0.164936681
friend sit	none	0.28	-0.008915143	0.342202253	0.172731686
friend stop	none	0.2	0.028023917	0.353944572	0.233750052
frog poppy	none	0.24	0.036333669	0.201241118	0.277500979
frog subway	none	0.1	0.019709837	0.123451394	0.215618029
frost lily	none	0.24	0.126561188	0.337993305	0.221520794
frost protest	none	0.14	-0.049947085	0.086517406	0.166553166
frozen pebble	none	0.26	0.023318518	0.152666576	0.173824852
frozen salad	none	0.4	0.204475692	0.497810552	0.250192349
frozen shop	none	0.26	0.063311414	0.236852758	0.134688157
fun haircut	none	0.3	0.031225595	0.21967951	0.188954593
fun morning	none	0.22	0.034601079	0.378513219	0.193161176
fun night	none	0.4	0.0815986	0.444123937	0.239164809
fun stop	none	0.22	0.056153651	0.381784483	0.220346723
fun tear	none	0.24	0.084967774	0.221642867	0.095367338
fungus insect	none	0.36	0.385265396	0.588039863	0.422106765
fungus leather	none	0.18	0.042646303	0.104661584	0.253119495
fungus pattern	none	0.3	0.051660698	0.150377409	0.242155652
fungus rust	none	0.48	0.257442435	0.449557038	0.283919841
fungus wedding	none	0.08	0.047845821	0.101291748	0.152777668
furniture man	none	0.22	0.001517108	0.196376684	0.164948147
furniture nature	none	0.2	-0.006783417	0.217356839	0.117579974
furniture pizza	none	0.08	0.077041723	0.239592786	0.295577564
game goat	none	0.28	0.066081855	0.107177539	0.204389958
game husky	none	0.12	0.062714797	0.08091678	0.129489777
game rocket	none	0.4	0.034936066	0.192331828	0.224132888
game sign	none	0.28	0.035897489	0.261665162	0.195651518
garage mammal	none	0.1	0.008115535	0.007740142	0.212918738
garbage jean	none	0.16	0.044667961	0.10510764	0.160560253
garden smoke	none	0.28	0.018089998	0.25449922	0.24574652
gasoline pepper	none	0.2	0.03535914	0.122199932	0.164289802
gasoline summer	none	0.16	0.038056992	0.180443286	0.20838458
gasoline town	none	0.42	0.088515019	0.165476938	0.180936956
gate pebble	none	0.34	0.052164972	0.18905782	0.225593792
giraffe harbor	none	0.02	-0.112654229	0.078966351	0.17482079
giraffe mist	none	0.06	0.010477142	0.147316935	0.205544107
girl morning	none	0.1	0.067387614	0.337310236	0.309255434
girl wind	none	0.1	0.020271928	0.19748934	0.210852597
glass mill	none	0.28	0.047806304	0.259322173	0.198443494
glass road	none	0.34	-0.034238411	0.194600516	0.22751627
glitter scenery	none	0.52	0.070998031	0.189084798	0.241058269
glitter vintage	none	0.32	0.031345776	0.308677553	0.21161816
goat pebble	none	0.18	-0.03123265	0.157945996	0.224803354
goat vinyl	none	0.14	0.013346856	0.108472383	0.169452457
gold idea	none	0.22	0.022958141	0.226328939	0.18244602
goose locomotive	none	0.1	-0.001500079	0.083338232	0.205281346
goose outfit	none	0.1	-0.03042868	0.173449841	0.117503119
goose stencil	none	0.08	-0.029089004	0.141372992	0.147910845
grape rainbow	none	0.2	0.016483397	0.257105975	0.209656043
graphic roof	none	0.34	-0.024729895	0.104383344	0.235052822
grass ruin	none	0.24	-0.025672036	0.22701334	0.204164174
grass ski	none	0.16	0.033441799	0.164682715	0.189788477
grass skull	none	0.12	-0.048421363	0.198111499	0.166966881
grass stop	none	0.12	-0.0301266	0.227658949	0.212738085
grave hat	none	0.04	0.052944029	0.189001502	0.247771595
grave number	none	0.4	0.031825562	0.207796658	0.143199285
grave santa	none	0.16	-0.042200416	0.126970227	0.211306281
grave shore	none	0.32	0.017856657	0.286352785	0.222518595
gravestone pattern	none	0.38	0.003251854	0.084445971	0.193809679
gravestone silhouette	none	0.3	0.114585686	0.169369809	0.229088529
graveyard house	none	0.34	0.106094027	0.338958429	0.196920136
graveyard porch	none	0.14	0.168246522	0.384210841	0.281342478
graveyard pug	none	0.1	0.040185501	0.156786455	0.170706928
graveyard silver	none	0.3	-0.076845643	0.036726758	0.143642093
green gull	none	0.22	0.081954293	0.164176483	0.247194246
green number	none	0.18	3.31228E-05	0.228297648	0.188724517
green phone	none	0.2	-0.072788786	0.149844599	0.149931837
guitar nude	none	0.06	0.019484678	0.195603071	0.195112088
gull mill	none	0.22	0.073269887	0.076053632	0.273045446
gun picture	none	0.14	0.078661957	0.262106553	0.197557676
gun pizza	none	0.08	-0.001505219	0.209454295	0.207241626
gun quote	none	0.08	0.049245083	0.194232695	0.205985655
gun stair	none	0.04	-0.018339895	0.144306029	0.228396262
guy gymnastics	none	0.24	9.04203E-05	0.161170699	0.134063362
guy hang	none	0.2	0.102543077	0.437388448	0.20743169
guy idea	none	0.3	0.1787031	0.524498021	0.294178515
guy poodle	none	0.28	0.042642979	0.250417641	0.22617918
guy rusty	none	0.16	0.072991121	0.316919487	0.198067021
guy sit	none	0.34	0.095930242	0.42420179	0.229243534
guy stop	none	0.14	0.076212138	0.430597136	0.223081122
guy tear	none	0.3	0.059667561	0.30350515	0.1233514
guy walk	none	0.42	0.077996557	0.374025127	0.214697894
guy wire	none	0.26	0.131744803	0.206867938	0.230366154
gymnastics port	none	0.26	-0.081758432	-0.057532966	0.140946197
hair lizard	none	0.22	0.127623015	0.213213322	0.205061686
hair shore	none	0.16	0.005494874	0.166354742	0.192578552
hair stencil	none	0.3	0.056752806	0.207356314	0.136361867
haircut pyramid	none	0.14	-0.039216544	0.111545597	0.181380113
haircut smile	none	0.36	0.105014443	0.370488755	0.274233254
haircut stop	none	0.14	0.016084845	0.167404182	0.24859067
hamster lock	none	0.3	0.037996028	0.104082837	0.221724033
hamster party	none	0.12	0.059045637	0.119727291	0.155000089
hand leave	none	0.52	0.088692555	0.467470304	0.202749595
handle lighting	none	0.34	0.037101597	0.228394099	0.186018755
handle shop	none	0.34	-0.007946387	0.20665001	0.140149674
handle terrier	none	0.22	0.01008047	0.095182638	0.188524165
handle tram	none	0.34	-0.009760825	0.052537399	0.139118126
handwriting pig	none	0.1	-0.037822943	0.086497308	0.127927007
hang happy	none	0.26	0.008473413	0.484928452	0.162846283
hang leave	none	0.3	0.227646255	0.512612487	0.19240469
hang mom	none	0.1	0.083009998	0.401799752	0.192137785
hang morning	none	0.3	0.018870504	0.34829186	0.201293905
hang rusty	none	0.36	0.104973163	0.36200958	0.219154219
hang smile	none	0.14	0.064012069	0.379452146	0.192035611
hang stencil	none	0.3	0.105189327	0.245279383	0.134968338
hang stop	none	0.22	0.137060194	0.440004725	0.257060415
hang tear	none	0.22	0.102495348	0.427146603	0.17461927
hang time	none	0.34	0.072885612	0.436601296	0.15584278
happy lick	none	0.22	-0.004312344	0.284187913	0.218148501
happy night	none	0.34	0.021173519	0.477464449	0.200194385
happy post	none	0.28	0.078516671	0.426132988	0.205822568
happy rusty	none	0.06	-0.016572825	0.203312969	0.155013738
happy sit	none	0.22	0.044175625	0.484950646	0.198565018
happy sleep	none	0.44	0.028072798	0.435321242	0.250095994
happy stand	none	0.34	-0.051430676	0.433180478	0.166896288
happy stop	none	0.1	-0.004740141	0.418064209	0.206328517
happy toe	none	0.32	-0.039395864	0.194468076	0.168901142
happy walk	none	0.28	0.003497572	0.411259388	0.159540768
hat peel	none	0.24	0.000156084	0.096139124	0.077632254
highway squirrel	none	0.24	0.057862627	0.157911905	0.214289411
hill rust	none	0.1	-0.083411755	0.155983276	0.200972522
hockey sign	none	0.18	0.024433671	0.206512453	0.13937014
hold theatre	none	0.18	0.031461031	0.171755616	0.225347634
home smoking	none	0.3	0.03420693	0.262019399	0.144723588
home wet	none	0.2	-0.012057811	0.241608549	0.15908607
horse interior	none	0.12	-0.034697272	0.133852853	0.13323323
horse sweet	none	0.18	0.006350936	0.286349676	0.235205991
hot winter	none	0.18	0.222653668	0.374554646	0.259947863
hot zombie	none	0.06	-0.00337185	0.20622008	0.14655508
hotel oak	none	0.32	0.007941568	0.207901423	0.197582518
hotel sand	none	0.36	0.029526439	0.232918082	0.233109119
house stop	none	0.2	-0.006959272	0.309297839	0.196461022
husky match	none	0.24	0.037458799	0.078351972	0.175084644
husky painting	none	0.3	0.028819579	0.105706792	0.173498596
husky play	none	0.28	0.026926752	0.093277297	0.164963731
ice sheep	none	0.08	-0.059262532	0.19022604	0.110801957
idea rusty	none	0.18	-0.006904563	0.210674362	0.198286577
idea stop	none	0.14	0.011320402	0.437134172	0.155866261
industrial lake	none	0.28	0.025590692	0.202672391	0.177731818
ink organ	none	0.18	0.031446737	0.080709537	0.21353193
ink tropical	none	0.12	0.021723824	0.098007131	0.178029532
insect mom	none	0.1	0.001502166	0.112341984	0.137501467
insect number	none	0.3	0.009823212	0.144876014	0.194425618
interior mushroom	none	0.1	0.048358814	0.131042739	0.132469022
interior skyline	none	0.24	0.083352476	0.33585385	0.231607729
interior tall	none	0.22	-0.030611729	0.235072073	0.186383541
interior toy	none	0.34	-0.018635831	0.176922947	0.196800484
ipod rope	none	0.1	-0.067563463	0.123908607	0.146360009
iris necklace	none	0.26	0.034471607	0.186288	0.244845888
iron splash	none	0.16	-0.041478347	0.19361881	0.134039557
ivy urban	none	0.18	0.069609677	0.170461376	0.232346731
jacket stream	none	0.2	0.030354131	0.081864305	0.133273013
jaguar pier	none	0.14	-0.093480865	0.025874129	0.12985933
jaguar storm	none	0.2	-0.006964779	0.082510791	0.165487013
jean map	none	0.16	-0.074116486	0.09565316	0.173241387
jellyfish punk	none	0.12	0.079587043	0.155328572	0.201006065
jellyfish rally	none	0.04	-0.083649235	-0.005974592	0.153205042
jellyfish texture	none	0.34	-0.012680624	0.160822345	0.237886123
jewelry muscle	none	0.16	-0.02323032	0.098803288	0.227340579
journal squirrel	none	0.12	0.03584817	0.12694331	0.182681983
jump salad	none	0.12	0.025544336	0.136117962	0.169684329
jump stitch	none	0.2	0.099001714	0.208368444	0.211688859
jump sunlight	none	0.22	-0.042298421	0.168296747	0.185691395
key misty	none	0.08	0.046388993	0.032843969	0.161442954
key palace	none	0.46	0.048859847	0.126062893	0.171879228
keyboard soldier	none	0.2	-0.024252607	0.104521588	0.244929207
kid stop	none	0.24	0.030328812	0.394906128	0.248095458
kiss rusty	none	0.16	-0.094276445	0.211525595	0.101142076
kiss stop	none	0.24	0.051236898	0.340570725	0.247150469
kitchen outfit	none	0.16	0.085493378	0.241636749	0.177415327
kitchen sit	none	0.54	0.079980554	0.374023072	0.17352137
kitchen sleep	none	0.16	0.071877322	0.276959937	0.245367874
kitchen wedding	none	0.1	0.09464135	0.301840486	0.323224036
kitten lingerie	none	0.18	0.073380357	0.227421673	0.157653244
kitten rain	none	0.14	0.008583661	0.162607043	0.177569877
kitten travel	none	0.12	-0.037801876	0.093084129	0.125941111
lab rusty	none	0.2	-0.008228698	0.148335403	0.186924564
lab spider	none	0.34	0.033088153	0.229741099	0.171252484
lady stop	none	0.2	0.08275595	0.329508837	0.188809087
lady sunset	none	0.26	-0.02326845	0.23915212	0.202370827
lamb lantern	none	0.24	-0.027317806	0.153201636	0.155902916
landscape stadium	none	0.36	0.095432836	0.219120549	0.27898196
landscape umbrella	none	0.26	0.089374035	0.265282658	0.238404502
lantern oak	none	0.28	0.096458782	0.248960591	0.198656024
leaf moon	none	0.16	0.095540331	0.296475205	0.295719914
leather sunshine	none	0.1	0.00327576	0.141917625	0.196513864
leather swan	none	0.1	0.017123054	0.186987875	0.172615006
leather weed	none	0.28	-0.05672212	0.067253248	0.246047023
leave morning	none	0.18	0.114523646	0.468392981	0.190625554
leave night	none	0.18	0.107655821	0.437179453	0.235199577
leave play	none	0.28	0.097700368	0.342425883	0.245433221
leave rusty	none	0.22	0.033618841	0.271618423	0.14710339
leave sit	none	0.2	0.265196924	0.615419015	0.262707314
leave smile	none	0.22	0.040954439	0.4110573	0.236014251
leave walk	none	0.28	0.215972776	0.479295301	0.317939982
leg stripe	none	0.32	0.165179309	0.295704307	0.187922555
lego rodent	none	0.12	0.07505027	0.090622927	0.201113354
lego weather	none	0.08	-0.025271891	0.063308113	0.131437033
lens storm	none	0.2	0.097730401	0.147729014	0.201714856
lick marble	none	0.18	0.063363141	0.173491139	0.234264772
lick origami	none	0.16	-0.021839783	0.087147257	0.171522035
lick pier	none	0.08	-0.068039904	0.085115198	0.136040718
lick rusty	none	0.1	0.133940315	0.272787691	0.216729915
lick sit	none	0.28	0.145597416	0.420308861	0.268952369
lick stop	none	0.18	0.025364541	0.293375397	0.219742753
light shed	none	0.36	0.273881669	0.350449054	0.209891547
lighting man	none	0.18	-0.000284567	0.175341403	0.185463819
lighting panda	none	0.18	-0.058542877	0.009259681	0.166879078
lighting person	none	0.26	0.042551679	0.185569817	0.193544413
lighting sleep	none	0.24	0.076094586	0.183715597	0.221051962
lighting small	none	0.16	0.005051988	0.250337291	0.194159603
lighting stone	none	0.24	0.002764095	0.309099501	0.188447254
lily pig	none	0.26	0.028032862	0.257553657	0.329631091
line temple	none	0.22	-0.014482652	0.137822152	0.169209618
lingerie underground	none	0.16	0.019483239	0.091565487	0.159484449
lion square	none	0.08	0.098070304	0.238133167	0.228434185
lip run	none	0.18	-0.07389267	0.110640225	0.164943401
live makeup	none	0.1	0.030721772	0.162389337	0.16418831
live race	none	0.42	0.059271298	0.290267417	0.215520127
live stitch	none	0.22	-0.028315315	0.039429955	0.122140991
lock mannequin	none	0.18	-0.03552932	0.064139701	0.177365881
lock misty	none	0.12	-0.053697656	0.064291223	0.131438025
lunch morning	none	0.42	0.385791513	0.594437747	0.335103406
lunch relax	none	0.42	0.1554623	0.428651468	0.279345589
lunch sunny	none	0.34	0.071892766	0.315612002	0.23852763
lunch sunshine	none	0.24	0.106878843	0.299967526	0.209361888
lunch walk	none	0.36	0.201120195	0.46462686	0.2771499
machine pond	none	0.06	0.042403485	0.144765616	0.217992063
machine sketch	none	0.22	-0.028286463	0.165376176	0.104516121
magazine run	none	0.28	0.058559124	0.172025659	0.151558835
makeup old	none	0.28	-0.049138374	0.147571449	0.12260407
makeup race	none	0.14	0.043782626	0.144476933	0.22563913
makeup skull	none	0.3	0.085024945	0.23018439	0.226856801
makeup square	none	0.14	-0.073607399	0.109195608	0.144262709
mallard portrait	none	0.22	-0.00361729	0.100239224	0.186359278
mallard poster	none	0.14	-0.090730347	0.074229318	0.145308031
mammal rope	none	0.1	-0.017690614	0.068529984	0.202808893
mammal write	none	0.1	-0.035811058	-0.024161241	0.144582164
mammal yellow	none	0.14	-0.020270054	0.126020818	0.178618895
man stand	none	0.36	0.160112188	0.453035897	0.196959108
man transformer	none	0.26	-0.019601833	0.072801732	0.248345386
map weed	none	0.1	0.047201183	0.096559843	0.228609001
marble monkey	none	0.12	0.096609373	0.203515043	0.179424447
marble postcard	none	0.16	0.040030245	0.18040704	0.19233882
marble sing	none	0.14	-0.04841697	0.061517805	0.143242095
marble sunglasses	none	0.14	-0.01861194	0.079881255	0.224030488
market white	none	0.38	0.049498577	0.178747688	0.172944625
match moss	none	0.22	-0.066645835	0.064193113	0.17737869
meat moon	none	0.08	-0.006789824	0.175244703	0.270432236
meat pond	none	0.1	-0.011814625	0.208309497	0.173966746
